File,Original GPOS Size,mode=one,Change one,mode=auto,Change auto,mode=max,Change max
Niramit-Medium.ttf,23.10,17.56,-23.97%,17.35,-24.89%,20.20,-12.54%
Niramit-MediumItalic.ttf,23.14,17.50,-24.38%,17.42,-24.74%,20.17,-12.84%
Niramit-Regular.ttf,23.02,17.48,-24.05%,17.27,-24.98%,20.13,-12.58%
Niramit-SemiBold.ttf,22.99,17.45,-24.11%,17.24,-25.03%,20.09,-12.62%
Niramit-SemiBoldItalic.ttf,23.20,17.54,-24.37%,17.46,-24.74%,20.21,-12.86%
NixieOne-Regular.ttf,19.86,19.86,0.00%,19.86,0.00%,19.86,0.00%
Nobile-Bold.ttf,0.76,0.76,0.00%,0.76,0.00%,0.76,0.00%
Nobile-BoldItalic.ttf,0.72,0.72,0.00%,0.72,0.00%,0.72,0.00%
Nobile-Italic.ttf,0.72,0.72,0.00%,0.72,0.00%,0.72,0.00%
Nobile-Medium.ttf,0.74,0.74,0.00%,0.74,0.00%,0.74,0.00%
Nobile-MediumItalic.ttf,0.72,0.72,0.00%,0.72,0.00%,0.72,0.00%
Nobile-Regular.ttf,0.74,0.74,0.00%,0.74,0.00%,0.74,0.00%
Norican-Regular.ttf,1.89,1.89,0.00%,1.89,0.00%,1.89,0.00%
NosiferCaps-Regular.ttf,0.25,0.20,-20.47%,0.20,-20.47%,0.20,-18.11%
Notable-Regular.ttf,7.57,7.20,-4.90%,7.67,1.21%,14.65,93.45%
NoticiaText-Bold.ttf,0.33,0.33,0.00%,0.33,0.00%,0.33,0.00%
NoticiaText-Regular.ttf,0.32,0.32,0.00%,0.32,0.00%,0.32,0.00%
NotoKufiArabic[wght].ttf,24.24,24.24,0.00%,24.24,0.00%,24.24,0.00%
NotoMusic-Regular.ttf,6.69,6.69,0.00%,6.69,0.00%,6.69,0.00%
NotoNaskhArabic[wght].ttf,19.33,19.33,0.00%,19.33,0.00%,19.33,0.00%
NotoNaskhArabicUI[wght].ttf,19.25,19.25,0.00%,19.25,0.00%,19.25,0.00%
NotoNastaliqUrdu-Bold.ttf,25.67,25.67,0.00%,25.67,0.00%,25.67,0.00%
NotoNastaliqUrdu-Regular.ttf,24.91,24.91,0.00%,24.91,0.00%,24.91,0.00%
NotoRashiHebrew[wght].ttf,5.01,5.01,0.00%,5.01,0.00%,5.01,0.00%
NotoSans-Bold.ttf,43.95,43.95,0.00%,43.95,0.00%,43.95,0.00%
NotoSans-BoldItalic.ttf,42.84,42.12,-1.70%,42.12,-1.70%,42.12,-1.70%
NotoSans-Italic.ttf,39.60,38.87,-1.84%,38.87,-1.84%,38.87,-1.84%
NotoSans-Regular.ttf,43.38,43.38,0.00%,43.38,0.00%,43.38,0.00%
NotoSansAdlam[wght].ttf,4.78,4.78,0.00%,4.78,0.00%,4.78,0.08%
NotoSansAdlamUnjoined[wght].ttf,2.52,2.52,0.00%,2.52,0.00%,2.52,0.00%
"NotoSansArabic[wdth,wght].ttf",41.32,41.17,-0.36%,41.17,-0.36%,41.19,-0.32%
"NotoSansArabicUI[wdth,wght].ttf",42.63,42.55,-0.18%,42.55,-0.18%,42.47,-0.38%
"NotoSansArmenian[wdth,wght].ttf",9.04,8.79,-2.72%,7.51,-16.96%,5.53,-38.85%
NotoSansBalinese[wght].ttf,21.28,21.28,0.00%,21.28,0.00%,21.28,0.00%
NotoSansBassaVah-Regular.ttf,0.48,0.48,0.00%,0.48,0.00%,0.53,9.68%
NotoSansBatak-Regular.ttf,0.86,0.86,0.00%,0.86,0.00%,0.86,0.00%
"NotoSansBengali[wdth,wght].ttf",16.10,16.10,0.00%,16.10,0.00%,16.10,0.00%
"NotoSansBengaliUI[wdth,wght].ttf",14.58,14.58,0.00%,14.58,0.00%,14.58,0.00%
NotoSansBhaiksuki-Regular.ttf,33.59,33.59,0.00%,33.59,0.00%,33.59,0.00%
NotoSansBrahmi-Regular.ttf,6.93,6.93,0.00%,6.93,0.00%,6.93,0.00%
NotoSansBuginese-Regular.ttf,0.39,0.39,0.00%,0.39,0.00%,0.39,0.00%
NotoSansBuhid-Regular.ttf,0.32,0.32,0.00%,0.32,0.00%,0.32,0.00%
NotoSansCaucasianAlbanian-Regular.ttf,4.50,4.50,0.00%,4.05,-10.03%,5.09,13.16%
NotoSansChakma-Regular.ttf,4.43,4.43,0.00%,4.43,0.00%,4.43,0.00%
NotoSansCham[wght].ttf,9.84,9.84,0.00%,9.84,0.00%,10.19,3.47%
NotoSansCherokee[wght].ttf,65.81,65.62,-0.30%,65.18,-0.96%,66.34,0.80%
NotoSansCoptic-Regular.ttf,3.06,3.06,0.00%,3.06,0.00%,3.06,0.00%
NotoSansDevanagari-Black.ttf,7.27,7.27,0.00%,7.27,0.00%,7.27,0.00%
NotoSansDevanagari-Bold.ttf,7.20,7.20,0.00%,7.20,0.00%,7.20,0.00%
NotoSansDevanagari-ExtraBold.ttf,7.36,7.36,0.00%,7.36,0.00%,7.36,0.00%
NotoSansDevanagari-ExtraLight.ttf,7.26,7.26,0.00%,7.26,0.00%,7.26,0.00%
NotoSansDevanagari-Light.ttf,7.23,7.23,0.00%,7.23,0.00%,7.23,0.00%
NotoSansDevanagari-Medium.ttf,7.32,7.32,0.00%,7.32,0.00%,7.32,0.00%
NotoSansDevanagari-Regular.ttf,7.19,7.19,0.00%,7.19,0.00%,7.19,0.00%
NotoSansDevanagari-SemiBold.ttf,7.32,7.32,0.00%,7.32,0.00%,7.32,0.00%
NotoSansDevanagari-Thin.ttf,7.20,7.20,0.00%,7.20,0.00%,7.20,0.00%
NotoSansDevanagariUI-Black.ttf,4.54,4.54,0.00%,4.54,0.00%,4.54,0.00%
NotoSansDevanagariUI-Bold.ttf,4.50,4.50,0.00%,4.50,0.00%,4.50,0.00%
NotoSansDevanagariUI-ExtraBold.ttf,4.61,4.61,0.00%,4.61,0.00%,4.61,0.00%
NotoSansDevanagariUI-ExtraLight.ttf,4.50,4.50,0.00%,4.50,0.00%,4.50,0.00%
NotoSansDevanagariUI-Light.ttf,4.49,4.49,0.00%,4.49,0.00%,4.49,0.00%
NotoSansDevanagariUI-Medium.ttf,4.54,4.54,0.00%,4.54,0.00%,4.54,0.00%
NotoSansDevanagariUI-Regular.ttf,4.47,4.47,0.00%,4.47,0.00%,4.47,0.00%
NotoSansDevanagariUI-SemiBold.ttf,4.53,4.53,0.00%,4.53,0.00%,4.53,0.00%
NotoSansDevanagariUI-Thin.ttf,4.47,4.47,0.00%,4.47,0.00%,4.47,0.00%
"NotoSansDisplay-Italic[wdth,wght].ttf",147.32,144.88,-1.66%,126.71,-13.99%,130.91,-11.14%
"NotoSansDisplay[wdth,wght].ttf",126.93,126.92,0.00%,113.43,-10.64%,115.85,-8.73%
NotoSansElbasan-Regular.ttf,0.31,0.31,0.00%,0.31,0.00%,0.31,0.00%
NotoSansElymaic-Regular.ttf,0.68,0.68,0.00%,0.68,0.00%,0.68,0.00%
"NotoSansEthiopic[wdth,wght].ttf",285.59,285.44,-0.05%,293.93,2.92%,313.84,9.89%
"NotoSansGeorgian[wdth,wght].ttf",12.13,11.86,-2.25%,11.86,-2.25%,10.96,-9.61%
NotoSansGlagolitic-Regular.ttf,1.07,1.07,0.00%,1.07,0.00%,1.07,0.00%
NotoSansGothic-Regular.ttf,0.51,0.51,0.00%,0.51,0.00%,0.51,0.00%
NotoSansGrantha-Regular.ttf,162.01,162.01,0.00%,162.01,0.00%,162.08,0.04%
NotoSansGujarati-Black.ttf,8.72,8.73,0.07%,9.86,13.08%,25.24,189.41%
NotoSansGujarati-Bold.ttf,8.73,8.73,0.07%,9.87,13.07%,25.39,190.94%
NotoSansGujarati-ExtraBold.ttf,8.83,8.84,0.07%,9.97,12.91%,25.50,188.68%
NotoSansGujarati-ExtraLight.ttf,8.69,8.70,0.07%,11.13,27.99%,25.45,192.72%
NotoSansGujarati-Light.ttf,8.73,8.74,0.07%,11.17,27.86%,25.49,191.82%
NotoSansGujarati-Medium.ttf,8.74,8.75,0.07%,9.88,13.05%,25.41,190.68%
NotoSansGujarati-Regular.ttf,8.66,8.67,0.07%,9.88,14.09%,25.25,191.46%
NotoSansGujarati-SemiBold.ttf,8.72,8.72,0.07%,9.86,13.09%,25.38,191.19%
NotoSansGujarati-Thin.ttf,8.65,8.65,0.07%,9.76,12.88%,25.23,191.78%
NotoSansGujaratiUI-Black.ttf,8.75,8.76,0.07%,9.93,13.43%,25.33,189.44%
NotoSansGujaratiUI-Bold.ttf,8.75,8.76,0.07%,11.23,28.34%,25.50,191.39%
NotoSansGujaratiUI-ExtraBold.ttf,8.86,8.87,0.07%,10.04,13.27%,25.62,189.00%
NotoSansGujaratiUI-ExtraLight.ttf,8.72,8.72,0.07%,11.22,28.73%,25.55,193.17%
NotoSansGujaratiUI-Light.ttf,8.76,8.76,0.07%,11.26,28.59%,25.60,192.26%
NotoSansGujaratiUI-Medium.ttf,8.76,8.77,0.07%,11.24,28.30%,25.51,191.13%
NotoSansGujaratiUI-Regular.ttf,8.69,8.70,0.07%,9.87,13.53%,25.33,191.37%
NotoSansGujaratiUI-SemiBold.ttf,8.74,8.75,0.07%,11.22,28.38%,25.49,191.64%
NotoSansGujaratiUI-Thin.ttf,8.68,8.68,0.07%,9.82,13.24%,25.31,191.69%
NotoSansGunjalaGondi-Regular.ttf,1.50,1.50,0.00%,1.50,0.00%,1.50,0.00%
"NotoSansGurmukhi[wdth,wght].ttf",2.34,2.34,0.00%,2.34,0.00%,2.34,0.00%
"NotoSansGurmukhiUI[wdth,wght].ttf",2.19,2.19,0.00%,2.19,0.00%,2.19,0.00%
NotoSansHanifiRohingya[wght].ttf,6.91,6.91,0.00%,4.20,-39.17%,3.08,-55.37%
NotoSansHanunoo-Regular.ttf,0.29,0.29,0.00%,0.29,0.00%,0.29,0.00%
"NotoSansHebrew[wdth,wght].ttf",6.73,6.73,0.00%,6.73,0.00%,6.73,0.00%
NotoSansIndicSiyaqNumbers-Regular.ttf,0.88,0.88,0.00%,0.88,0.00%,0.88,0.00%
NotoSansInscriptionalPahlavi-Regular.ttf,0.17,0.17,0.00%,0.17,0.00%,0.17,0.00%
NotoSansInscriptionalParthian-Regular.ttf,0.24,0.24,0.00%,0.24,0.00%,0.24,0.00%
NotoSansJavanese-Bold.ttf,18.70,18.70,0.00%,18.70,0.00%,18.70,0.00%
NotoSansJavanese-Regular.ttf,22.87,22.87,0.00%,22.87,0.00%,22.87,0.00%
NotoSansKaithi-Regular.ttf,5.59,5.59,0.00%,5.59,0.00%,5.59,0.00%
"NotoSansKannada[wdth,wght].ttf",7.24,7.24,0.00%,7.24,0.00%,7.20,-0.65%
"NotoSansKannadaUI[wdth,wght].ttf",7.12,7.12,0.00%,7.12,0.00%,7.13,0.25%
NotoSansKayahLi[wght].ttf,0.70,0.70,0.00%,0.70,0.00%,0.70,0.00%
NotoSansKharoshthi-Regular.ttf,9.21,9.21,0.00%,9.21,0.00%,9.21,0.00%
"NotoSansKhmer[wdth,wght].ttf",10.28,10.28,0.00%,10.28,0.00%,10.28,0.00%
"NotoSansKhmerUI[wdth,wght].ttf",10.40,10.40,0.00%,10.40,0.00%,10.40,0.00%
NotoSansKhojki-Regular.ttf,4.32,4.32,0.00%,4.32,0.00%,4.32,0.00%
NotoSansKhudawadi-Regular.ttf,2.60,2.60,0.00%,2.60,0.00%,2.60,0.00%
"NotoSansLao[wdth,wght].ttf",3.00,3.00,0.00%,3.00,0.00%,3.00,0.00%
"NotoSansLaoUI[wdth,wght].ttf",3.07,3.07,0.00%,3.07,0.00%,3.07,0.00%
NotoSansLepcha-Regular.ttf,2.52,2.52,0.00%,2.52,0.00%,2.37,-6.11%
NotoSansLimbu-Regular.ttf,0.96,0.96,0.00%,0.96,0.00%,0.96,0.00%
NotoSansMahajani-Regular.ttf,0.38,0.38,0.00%,0.38,0.00%,0.38,0.00%
"NotoSansMalayalam[wdth,wght].ttf",7.32,7.32,0.00%,7.32,0.00%,7.32,0.00%
"NotoSansMalayalamUI[wdth,wght].ttf",7.12,7.12,0.00%,7.12,0.00%,7.12,0.00%
NotoSansMandaic-Regular.ttf,0.68,0.68,0.00%,0.68,0.00%,0.68,0.00%
NotoSansManichaean-Regular.ttf,1.21,1.21,0.00%,1.21,0.00%,1.21,0.00%
NotoSansMarchen-Regular.ttf,10.18,10.18,0.00%,10.18,0.00%,10.18,0.00%
NotoSansMasaramGondi-Regular.ttf,5.58,5.58,0.00%,5.38,-3.61%,6.41,14.88%
NotoSansMath-Regular.ttf,4.29,4.29,0.00%,4.29,0.00%,4.29,0.00%
NotoSansMedefaidrin[wght].ttf,22.50,22.49,-0.03%,12.21,-45.74%,16.27,-27.66%
NotoSansMeeteiMayek[wght].ttf,2.71,2.71,0.00%,2.71,0.00%,2.71,0.00%
NotoSansMendeKikakui-Regular.ttf,0.25,0.25,0.00%,0.25,0.00%,0.25,0.00%
NotoSansMeroitic-Regular.ttf,0.47,0.47,0.00%,0.47,0.00%,0.47,0.00%
NotoSansMiao-Regular.ttf,2.28,2.28,0.00%,2.28,0.00%,2.28,0.00%
NotoSansModi-Regular.ttf,3.96,3.96,0.00%,3.96,0.00%,3.96,0.00%
"NotoSansMono[wdth,wght].ttf",50.63,50.63,0.00%,50.63,0.00%,50.63,0.00%
NotoSansMyanmar-Black.ttf,7.42,7.42,0.00%,7.42,0.00%,7.42,0.00%
NotoSansMyanmar-Bold.ttf,6.91,6.91,0.00%,6.91,0.00%,6.91,0.00%
NotoSansMyanmar-ExtraBold.ttf,7.32,7.32,0.00%,7.32,0.00%,7.32,0.00%
NotoSansMyanmar-ExtraLight.ttf,7.22,7.22,0.00%,7.22,0.00%,7.22,0.00%
NotoSansMyanmar-Light.ttf,7.18,7.18,0.00%,7.18,0.00%,7.18,0.00%
NotoSansMyanmar-Medium.ttf,7.00,7.00,0.00%,7.00,0.00%,7.00,0.00%
NotoSansMyanmar-Regular.ttf,6.74,6.74,0.00%,6.74,0.00%,6.74,0.00%
NotoSansMyanmar-SemiBold.ttf,7.08,7.08,0.00%,7.08,0.00%,7.08,0.00%
NotoSansMyanmar-Thin.ttf,7.18,7.18,0.00%,7.18,0.00%,7.18,0.00%
NotoSansMyanmarUI-Black.ttf,7.53,7.53,0.00%,7.53,0.00%,7.53,0.00%
NotoSansMyanmarUI-Bold.ttf,6.98,6.98,0.00%,6.98,0.00%,6.98,0.00%
NotoSansMyanmarUI-ExtraBold.ttf,7.40,7.40,0.00%,7.40,0.00%,7.40,0.00%
NotoSansMyanmarUI-ExtraLight.ttf,7.37,7.37,0.00%,7.37,0.00%,7.37,0.00%
NotoSansMyanmarUI-Light.ttf,7.34,7.34,0.00%,7.34,0.00%,7.34,0.00%
NotoSansMyanmarUI-Medium.ttf,7.17,7.17,0.00%,7.17,0.00%,7.17,0.00%
NotoSansMyanmarUI-Regular.ttf,6.86,6.86,0.00%,6.86,0.00%,6.86,0.00%
NotoSansMyanmarUI-SemiBold.ttf,7.25,7.25,0.00%,7.25,0.00%,7.25,0.00%
NotoSansMyanmarUI-Thin.ttf,7.30,7.30,0.00%,7.30,0.00%,7.30,0.00%
NotoSansNewa-Regular.ttf,19.98,19.98,0.00%,19.98,0.00%,19.98,0.00%
NotoSansNewTaiLue-Regular.ttf,0.26,0.26,0.00%,0.26,0.00%,0.26,0.00%
NotoSansNKo-Regular.ttf,1.98,1.98,0.00%,1.98,0.00%,1.98,0.00%
NotoSansOldHungarian-Regular.ttf,12.34,12.34,0.00%,6.42,-47.98%,7.50,-39.23%
NotoSansOldPermic-Regular.ttf,2.57,2.57,0.00%,2.35,-8.73%,2.95,14.50%
NotoSansOldSogdian-Regular.ttf,3.92,3.92,0.00%,3.29,-16.01%,5.11,30.52%
NotoSansOriya-Black.ttf,4.68,4.68,0.00%,4.68,0.00%,4.68,0.00%
NotoSansOriya-Bold.ttf,4.77,4.77,0.00%,4.77,0.00%,4.77,0.00%
NotoSansOriya-Regular.ttf,4.74,4.74,0.00%,4.74,0.00%,4.74,0.00%
NotoSansOriya-Thin.ttf,4.63,4.63,0.00%,4.63,0.00%,4.63,0.00%
NotoSansOriyaUI-Black.ttf,4.68,4.68,0.00%,4.68,0.00%,4.68,0.00%
NotoSansOriyaUI-Bold.ttf,4.77,4.77,0.00%,4.77,0.00%,4.77,0.00%
NotoSansOriyaUI-Regular.ttf,4.74,4.74,0.00%,4.74,0.00%,4.74,0.00%
NotoSansOriyaUI-Thin.ttf,4.63,4.63,0.00%,4.63,0.00%,4.63,0.00%
NotoSansOsage-Regular.ttf,1.06,1.06,0.00%,1.06,0.00%,1.06,0.00%
NotoSansPahawhHmong-Regular.ttf,0.85,0.85,0.00%,0.85,0.00%,0.86,1.61%
NotoSansPauCinHau-Regular.ttf,1.74,1.74,0.00%,1.08,-38.09%,2.02,16.07%
NotoSansPsalterPahlavi-Regular.ttf,0.62,0.62,0.00%,0.62,0.00%,0.62,0.00%
NotoSansRejang-Regular.ttf,0.86,0.86,0.00%,0.86,0.00%,0.86,0.00%
NotoSansSamaritan-Regular.ttf,1.44,1.44,0.00%,1.44,0.00%,1.44,0.00%
NotoSansSaurashtra-Regular.ttf,1.01,1.01,0.00%,1.01,0.00%,1.01,0.00%
NotoSansSharada-Regular.ttf,7.94,7.94,0.00%,7.94,0.00%,7.94,0.00%
NotoSansSiddham-Regular.ttf,26.01,26.01,0.00%,25.47,-2.08%,25.73,-1.09%
"NotoSansSinhala[wdth,wght].ttf",7.98,7.90,-0.95%,7.74,-3.01%,8.29,3.92%
"NotoSansSinhalaUI[wdth,wght].ttf",7.98,7.90,-0.95%,7.89,-1.13%,8.29,3.92%
NotoSansSogdian-Regular.ttf,4.67,4.67,0.00%,4.67,0.00%,4.67,0.00%
NotoSansSoyombo-Regular.ttf,11.97,11.97,0.00%,11.97,0.00%,11.97,0.00%
NotoSansSundanese[wght].ttf,0.79,0.79,0.00%,0.79,0.00%,0.79,0.00%
NotoSansSylotiNagri-Regular.ttf,1.27,1.27,0.00%,1.27,0.00%,1.27,0.00%
NotoSansSymbols2-Regular.ttf,1.09,1.09,0.00%,1.09,0.00%,1.09,0.00%
NotoSansSyriac-Black.ttf,31.88,31.52,-1.15%,31.09,-2.49%,32.13,0.78%
NotoSansSyriac-Regular.ttf,30.30,29.94,-1.21%,29.51,-2.62%,30.46,0.52%
NotoSansSyriac-Thin.ttf,30.88,30.51,-1.18%,30.09,-2.57%,31.15,0.87%
NotoSansTagalog-Regular.ttf,0.34,0.34,0.00%,0.34,0.00%,0.34,0.00%
NotoSansTaiLe-Regular.ttf,0.33,0.33,0.00%,0.33,0.00%,0.33,0.00%
NotoSansTaiTham[wght].ttf,0.22,0.22,0.00%,0.22,0.00%,0.22,0.00%
NotoSansTaiViet-Regular.ttf,0.84,0.84,0.00%,0.84,0.00%,0.84,0.00%
NotoSansTakri-Regular.ttf,7.00,7.00,0.00%,7.00,0.00%,7.00,0.00%
"NotoSansTamil[wdth,wght].ttf",6.50,6.50,0.00%,6.50,0.00%,6.75,3.88%
"NotoSansTamilUI[wdth,wght].ttf",6.51,6.51,0.00%,6.51,0.00%,6.76,3.87%
"NotoSansTelugu[wdth,wght].ttf",15.52,15.46,-0.42%,15.55,0.15%,17.01,9.57%
"NotoSansTeluguUI[wdth,wght].ttf",15.36,15.25,-0.69%,15.34,-0.11%,16.80,9.38%
NotoSansThaana[wght].ttf,0.86,0.86,0.00%,0.86,0.00%,0.86,0.00%
"NotoSansThai[wdth,wght].ttf",4.22,4.22,0.00%,4.22,0.00%,4.18,-0.79%
NotoSansThaiLooped-Black.ttf,3.91,3.91,0.00%,3.91,0.00%,4.03,3.15%
NotoSansThaiLooped-Bold.ttf,3.88,3.88,0.00%,3.88,0.00%,4.00,3.17%
NotoSansThaiLooped-ExtraBold.ttf,3.90,3.90,0.00%,3.90,0.00%,4.02,3.16%
NotoSansThaiLooped-ExtraLight.ttf,3.85,3.85,0.00%,3.85,0.00%,3.97,3.20%
NotoSansThaiLooped-Light.ttf,3.86,3.86,0.00%,3.86,0.00%,3.98,3.19%
NotoSansThaiLooped-Medium.ttf,3.89,3.89,0.00%,3.89,0.00%,4.01,3.16%
NotoSansThaiLooped-Regular.ttf,3.85,3.85,0.00%,3.85,0.00%,3.97,3.20%
NotoSansThaiLooped-SemiBold.ttf,3.88,3.88,0.00%,3.88,0.00%,4.01,3.17%
NotoSansThaiLooped-Thin.ttf,3.78,3.78,0.00%,3.78,0.00%,3.87,2.48%
"NotoSansThaiUI[wdth,wght].ttf",4.22,4.22,0.00%,4.22,0.00%,4.19,-0.79%
NotoSansTifinagh-Regular.ttf,8.43,8.40,-0.30%,8.40,-0.30%,8.87,5.21%
NotoSansTirhuta-Regular.ttf,13.08,13.08,0.00%,13.08,0.00%,13.08,0.00%
NotoSansWancho-Regular.ttf,4.50,4.50,0.00%,4.50,0.00%,4.73,5.07%
NotoSansWarangCiti-Regular.ttf,4.84,4.84,0.00%,4.01,-17.07%,3.88,-19.73%
NotoSansZanabazarSquare-Regular.ttf,2.36,2.36,0.00%,2.36,0.00%,2.36,0.00%
NotoSerif-Bold.ttf,43.22,42.50,-1.66%,42.50,-1.66%,42.50,-1.66%
NotoSerif-BoldItalic.ttf,47.81,47.10,-1.50%,47.10,-1.50%,47.10,-1.50%
NotoSerif-Italic.ttf,48.10,47.38,-1.49%,47.38,-1.49%,47.38,-1.49%
NotoSerif-Regular.ttf,43.03,42.31,-1.67%,42.31,-1.67%,42.31,-1.67%
NotoSerifAhom-Regular.ttf,2.98,2.98,0.00%,2.98,0.00%,2.98,0.00%
"NotoSerifArmenian[wdth,wght].ttf",5.02,4.66,-7.13%,4.66,-7.13%,3.72,-25.90%
NotoSerifBalinese-Regular.ttf,3.62,3.62,0.00%,3.62,0.00%,3.62,0.00%
"NotoSerifBengali[wdth,wght].ttf",54.30,54.30,0.00%,54.30,0.00%,54.30,0.00%
"NotoSerifDevanagari[wdth,wght].ttf",61.40,56.09,-8.65%,48.89,-20.38%,64.42,4.91%
"NotoSerifDisplay-Italic[wdth,wght].ttf",143.15,141.95,-0.84%,127.05,-11.25%,136.16,-4.89%
"NotoSerifDisplay[wdth,wght].ttf",141.47,135.47,-4.24%,124.12,-12.27%,133.22,-5.83%
NotoSerifDogra-Regular.ttf,2.36,2.36,0.00%,2.36,0.00%,2.36,0.00%
"NotoSerifEthiopic[wdth,wght].ttf",220.65,182.00,-17.52%,244.43,10.78%,308.05,39.61%
"NotoSerifGeorgian[wdth,wght].ttf",15.99,15.02,-6.08%,14.39,-10.00%,14.60,-8.70%
NotoSerifGrantha-Regular.ttf,178.57,178.57,0.00%,178.57,0.00%,178.71,0.08%
NotoSerifGujarati[wght].ttf,27.62,21.35,-22.71%,15.83,-42.70%,14.03,-49.20%
NotoSerifGurmukhi[wght].ttf,5.83,5.83,0.00%,6.05,3.82%,7.71,32.21%
"NotoSerifHebrew[wdth,wght].ttf",5.77,5.77,0.00%,5.77,0.00%,5.77,0.00%
NotoSerifKannada[wght].ttf,99.00,89.65,-9.44%,60.08,-39.32%,92.58,-6.48%
"NotoSerifKhmer[wdth,wght].ttf",12.93,12.93,0.00%,12.93,0.00%,12.93,0.00%
"NotoSerifLao[wdth,wght].ttf",3.27,3.27,0.00%,3.27,0.00%,3.27,0.00%
NotoSerifMalayalam[wght].ttf,6.45,6.45,0.00%,6.45,0.00%,6.45,0.00%
NotoSerifMyanmar-Black.ttf,6.88,6.88,0.00%,6.88,0.00%,6.88,0.00%
NotoSerifMyanmar-Bold.ttf,6.81,6.81,0.00%,6.81,0.00%,6.81,0.00%
NotoSerifMyanmar-ExtraBold.ttf,6.89,6.89,0.00%,6.89,0.00%,6.89,0.00%
NotoSerifMyanmar-ExtraLight.ttf,6.98,6.98,0.00%,6.98,0.00%,6.98,0.00%
NotoSerifMyanmar-Light.ttf,6.81,6.81,0.00%,6.81,0.00%,6.81,0.00%
NotoSerifMyanmar-Medium.ttf,6.96,6.96,0.00%,6.96,0.00%,6.96,0.00%
NotoSerifMyanmar-Regular.ttf,6.79,6.79,0.00%,6.79,0.00%,6.79,0.00%
NotoSerifMyanmar-SemiBold.ttf,6.86,6.86,0.00%,6.86,0.00%,6.86,0.00%
NotoSerifMyanmar-Thin.ttf,6.88,6.88,0.00%,6.88,0.00%,6.88,0.00%
NotoSerifNyiakengPuachueHmong[wght].ttf,5.25,5.00,-4.80%,4.34,-17.34%,3.63,-30.74%
"NotoSerifSinhala[wdth,wght].ttf",7.99,7.87,-1.54%,7.52,-5.94%,7.93,-0.86%
"NotoSerifTamil[wdth,wght].ttf",15.54,14.56,-6.25%,14.09,-9.30%,14.45,-6.99%
"NotoSerifTamilSlanted[wdth,wght].ttf",16.16,15.82,-2.09%,15.25,-5.67%,16.92,4.71%
NotoSerifTelugu[wght].ttf,14.25,14.25,-0.04%,14.20,-0.34%,16.29,14.32%
"NotoSerifThai[wdth,wght].ttf",4.23,4.23,0.00%,4.23,0.00%,4.23,0.00%
NotoSerifTibetan[wght].ttf,111.14,111.14,0.00%,111.14,0.00%,110.99,-0.13%
NotoSerifYezidi[wght].ttf,4.38,4.38,0.00%,3.91,-10.62%,4.80,9.63%
NovaCut.ttf,2.36,2.30,-2.40%,2.61,10.59%,8.59,263.61%
NovaFlat.ttf,2.56,2.50,-2.37%,3.55,38.78%,12.80,400.46%
NovaOval.ttf,2.57,2.52,-2.20%,3.42,32.88%,10.36,302.66%
NovaRound.ttf,2.56,2.50,-2.37%,3.55,38.78%,12.80,400.46%
NovaScript-Regular.ttf,2.57,2.52,-2.20%,3.42,32.88%,10.36,302.66%
NovaSlim.ttf,2.56,2.50,-2.37%,3.55,38.78%,12.80,400.46%
NovaSquare.ttf,2.56,2.50,-2.37%,3.55,38.78%,12.80,400.46%
NTR-Regular.ttf,4.36,4.36,0.00%,4.36,0.00%,4.36,0.00%
Numans-Regular.ttf,5.23,5.22,-0.22%,5.22,-0.22%,5.22,-0.22%
Nunito-Black.ttf,34.26,34.26,0.00%,31.79,-7.23%,47.42,38.42%
Nunito-BlackItalic.ttf,34.64,34.64,0.00%,32.16,-7.15%,47.80,38.00%
Nunito-Bold.ttf,33.79,33.79,0.00%,31.12,-7.89%,46.83,38.61%
Nunito-BoldItalic.ttf,34.00,34.00,0.00%,31.34,-7.84%,47.05,38.36%
Nunito-ExtraBold.ttf,34.25,34.25,0.00%,31.96,-6.68%,46.33,35.26%
Nunito-ExtraBoldItalic.ttf,34.60,34.60,0.00%,32.31,-6.61%,46.68,34.90%
Nunito-ExtraLight.ttf,32.40,32.40,0.00%,30.18,-6.85%,45.27,39.72%
Nunito-ExtraLightItalic.ttf,32.74,32.74,0.00%,30.52,-6.78%,45.61,39.31%
Nunito-Italic.ttf,34.38,34.38,0.00%,32.39,-5.79%,47.08,36.94%
Nunito-Light.ttf,34.02,34.02,0.00%,31.56,-7.23%,44.93,32.07%
Nunito-LightItalic.ttf,34.39,34.39,0.00%,31.93,-7.15%,45.30,31.73%
Nunito-Regular.ttf,34.01,34.01,0.00%,32.02,-5.85%,46.71,37.34%
Nunito-SemiBold.ttf,33.99,33.99,0.00%,31.51,-7.29%,47.13,38.67%
Nunito-SemiBoldItalic.ttf,34.21,34.21,0.00%,31.74,-7.24%,47.36,38.41%
NunitoSans-Black.ttf,33.94,33.94,0.00%,31.30,-7.80%,46.48,36.93%
NunitoSans-BlackItalic.ttf,34.22,34.22,0.00%,31.57,-7.73%,46.75,36.63%
NunitoSans-Bold.ttf,33.83,33.83,0.00%,31.00,-8.35%,46.19,36.55%
NunitoSans-BoldItalic.ttf,34.06,34.06,0.00%,31.23,-8.30%,46.42,36.30%
NunitoSans-ExtraBold.ttf,33.94,33.94,0.00%,31.76,-6.43%,45.39,33.73%
